indx,text
2109,"As a financial analyst, you are tasked with estimating next year's balance sheet items for a company, based on the current year's performance of the following items: Current Assets is 725035000.0, Total Non Current Assets is 4780695000.0, Current Liabilities is 904678000.0, Total Non Current Liabilities Net Minority Interest is 2360214000.0, Stockholders Equity is 2240838000.0, Market Cap is 15727206400, Industry is Specialty Retail, Employees is 20935.0, City is Ankeny, EBITDA Margins is 0.07204, Profit Margins is 0.03399, Gross Margins is 0.22698, Day High is 434.76,.
"
2110,"As a financial analyst, you are tasked with estimating next year's balance sheet items for a company, based on the current year's performance of the following items: Current Assets is 723633000.0, Total Non Current Assets is 3736681000.0, Current Liabilities is 612749000.0, Total Non Current Liabilities Net Minority Interest is 1914886000.0, Stockholders Equity is 1932679000.0, Market Cap is 15727206400, Industry is Specialty Retail, Employees is 20935.0, City is Ankeny, EBITDA Margins is 0.07204, Profit Margins is 0.03399, Gross Margins is 0.22698, Day High is 434.76,.
"
2111,"As a financial analyst, you are tasked with estimating next year's balance sheet items for a company, based on the current year's performance of the following items: Current Assets is 1000623000.0, Total Non Current Assets is 3729231000.0, Current Liabilities is 596390000.0, Total Non Current Liabilities Net Minority Interest is 2918069000.0, Stockholders Equity is 368956000.0, Market Cap is 510521952, Industry is Oil & Gas Drilling, Employees is 12000.0, City is Hamilton, EBITDA Margins is 0.30446, Profit Margins is -0.04754, Gross Margins is 0.40748, Day High is 55.59,.
"
2112,"As a financial analyst, you are tasked with estimating next year's balance sheet items for a company, based on the current year's performance of the following items: Current Assets is 1501809000.0, Total Non Current Assets is 4023555000.0, Current Liabilities is 525228000.0, Total Non Current Liabilities Net Minority Interest is 3605915000.0, Stockholders Equity is 590656000.0, Market Cap is 510521952, Industry is Oil & Gas Drilling, Employees is 12000.0, City is Hamilton, EBITDA Margins is 0.30446, Profit Margins is -0.04754, Gross Margins is 0.40748, Day High is 55.59,.
"
2113,"As a financial analyst, you are tasked with estimating next year's balance sheet items for a company, based on the current year's performance of the following items: Current Assets is 1131465000.0, Total Non Current Assets is 4371963000.0, Current Liabilities is 515469000.0, Total Non Current Liabilities Net Minority Interest is 3288311000.0, Stockholders Equity is 1151384000.0, Market Cap is 510521952, Industry is Oil & Gas Drilling, Employees is 12000.0, City is Hamilton, EBITDA Margins is 0.30446, Profit Margins is -0.04754, Gross Margins is 0.40748, Day High is 55.59,.
"
2114,"As a financial analyst, you are tasked with estimating next year's balance sheet items for a company, based on the current year's performance of the following items: Current Assets is 765955000.0, Total Non Current Assets is 582598000.0, Current Liabilities is 527209000.0, Total Non Current Liabilities Net Minority Interest is 466095000.0, Stockholders Equity is 355249000.0, Market Cap is 1821553024, Industry is Software - Infrastructure, Employees is 6000.0, City is Englewood, EBITDA Margins is 0.14172, Profit Margins is 0.05523, Gross Margins is 0.47669998, Day High is 63.36,.
"
2115,"As a financial analyst, you are tasked with estimating next year's balance sheet items for a company, based on the current year's performance of the following items: Current Assets is 748199000.0, Total Non Current Assets is 638950000.0, Current Liabilities is 695102000.0, Total Non Current Liabilities Net Minority Interest is 251803000.0, Stockholders Equity is 436609000.0, Market Cap is 1821553024, Industry is Software - Infrastructure, Employees is 6000.0, City is Englewood, EBITDA Margins is 0.14172, Profit Margins is 0.05523, Gross Margins is 0.47669998, Day High is 63.36,.
"
2116,"As a financial analyst, you are tasked with estimating next year's balance sheet items for a company, based on the current year's performance of the following items: Current Assets is 714591000.0, Total Non Current Assets is 617409000.0, Current Liabilities is 436260000.0, Total Non Current Liabilities Net Minority Interest is 473345000.0, Stockholders Equity is 422395000.0, Market Cap is 1821553024, Industry is Software - Infrastructure, Employees is 6000.0, City is Englewood, EBITDA Margins is 0.14172, Profit Margins is 0.05523, Gross Margins is 0.47669998, Day High is 63.36,.
"
2117,"As a financial analyst, you are tasked with estimating next year's balance sheet items for a company, based on the current year's performance of the following items: Current Assets is 550995000.0, Total Non Current Assets is 7553566000.0, Current Liabilities is 1057695000.0, Total Non Current Liabilities Net Minority Interest is 3258988000.0, Stockholders Equity is 3773419000.0, Market Cap is 6144500736, Industry is REIT - Industrial, Employees is 14559.0, City is Atlanta, EBITDA Margins is 0.22158001, Profit Margins is -0.106400006, Gross Margins is 0.31515, Day High is 21.665,.
"
2118,"As a financial analyst, you are tasked with estimating next year's balance sheet items for a company, based on the current year's performance of the following items: Current Assets is 517003000.0, Total Non Current Assets is 7699194000.0, Current Liabilities is 951355000.0, Total Non Current Liabilities Net Minority Interest is 3235766000.0, Stockholders Equity is 4021007000.0, Market Cap is 6144500736, Industry is REIT - Industrial, Employees is 14559.0, City is Atlanta, EBITDA Margins is 0.22158001, Profit Margins is -0.106400006, Gross Margins is 0.31515, Day High is 21.665,.
"
2119,"As a financial analyst, you are tasked with estimating next year's balance sheet items for a company, based on the current year's performance of the following items: Current Assets is 1013820000.0, Total Non Current Assets is 6817331000.0, Current Liabilities is 414215000.0, Total Non Current Liabilities Net Minority Interest is 3624115000.0, Stockholders Equity is 3790440000.0, Market Cap is 6144500736, Industry is REIT - Industrial, Employees is 14559.0, City is Atlanta, EBITDA Margins is 0.22158001, Profit Margins is -0.106400006, Gross Margins is 0.31515, Day High is 21.665,.
"
2120,"As a financial analyst, you are tasked with estimating next year's balance sheet items for a company, based on the current year's performance of the following items: Current Assets is 275484000.0, Total Non Current Assets is 454240000.0, Current Liabilities is 87345000.0, Total Non Current Liabilities Net Minority Interest is 125253000.0, Stockholders Equity is -358100000.0, Market Cap is 871621952, Industry is Specialty Retail, Employees is 292.0, City is Los Angeles, EBITDA Margins is -0.28937998, Profit Margins is -0.18605, Gross Margins is 0.275, Day High is 2.93,.
"
2121,"As a financial analyst, you are tasked with estimating next year's balance sheet items for a company, based on the current year's performance of the following items: Current Assets is 506345000.0, Total Non Current Assets is 239976000.0, Current Liabilities is 46871000.0, Total Non Current Liabilities Net Minority Interest is 111529000.0, Stockholders Equity is -1358331000.0, Market Cap is 871621952, Industry is Specialty Retail, Employees is 292.0, City is Los Angeles, EBITDA Margins is -0.28937998, Profit Margins is -0.18605, Gross Margins is 0.275, Day High is 2.93,.
"
2122,"As a financial analyst, you are tasked with estimating next year's balance sheet items for a company, based on the current year's performance of the following items: Current Assets is 19972000.0, Total Non Current Assets is 162169000.0, Current Liabilities is 63581000.0, Total Non Current Liabilities Net Minority Interest is 29073000.0, Stockholders Equity is 89487000.0, Market Cap is 871621952, Industry is Specialty Retail, Employees is 292.0, City is Los Angeles, EBITDA Margins is -0.28937998, Profit Margins is -0.18605, Gross Margins is 0.275, Day High is 2.93,.
"
2123,"As a financial analyst, you are tasked with estimating next year's balance sheet items for a company, based on the current year's performance of the following items: Current Assets is 518217000.0, Total Non Current Assets is 61101000.0, Current Liabilities is 181086000.0, Total Non Current Liabilities Net Minority Interest is 18659000.0, Stockholders Equity is 379573000.0, Market Cap is 2125636480, Industry is Internet Retail, Employees is 1478.0, City is Cerritos, EBITDA Margins is 0.03737, Profit Margins is 0.037219997, Gross Margins is 0.52381, Day High is 30.22,.
"
2124,"As a financial analyst, you are tasked with estimating next year's balance sheet items for a company, based on the current year's performance of the following items: Current Assets is 439842000.0, Total Non Current Assets is 40571000.0, Current Liabilities is 160222000.0, Total Non Current Liabilities Net Minority Interest is 3177000.0, Stockholders Equity is 317014000.0, Market Cap is 2125636480, Industry is Internet Retail, Employees is 1478.0, City is Cerritos, EBITDA Margins is 0.03737, Profit Margins is 0.037219997, Gross Margins is 0.52381, Day High is 30.22,.
"
2125,"As a financial analyst, you are tasked with estimating next year's balance sheet items for a company, based on the current year's performance of the following items: Current Assets is 276925000.0, Total Non Current Assets is 28827000.0, Current Liabilities is 105688000.0, Total Non Current Liabilities Net Minority Interest is 0.0, Stockholders Equity is 200064000.0, Market Cap is 2125636480, Industry is Internet Retail, Employees is 1478.0, City is Cerritos, EBITDA Margins is 0.03737, Profit Margins is 0.037219997, Gross Margins is 0.52381, Day High is 30.22,.
"
